epoch,train/loss,step,valid/loss
38,,38,0.22958557307720184
39,0.2317822426557541,39,
39,,39,0.2274778187274933
40,0.23060521483421326,40,
40,,40,0.22639736533164978
41,0.22955411672592163,41,
41,,41,0.22609108686447144
42,0.22920192778110504,42,
42,,42,0.22585994005203247
43,0.229076087474823,43,
43,,43,0.22614406049251556
44,0.22877195477485657,44,
44,,44,0.2262745350599289
45,0.22841434180736542,45,
45,,45,0.22558486461639404
46,0.2279382050037384,46,
46,,46,0.22502245008945465
47,0.22763362526893616,47,
47,,47,0.2244994193315506
48,0.2274906188249588,48,
48,,48,0.22398942708969116
49,0.22723671793937683,49,
49,,49,0.22649307548999786
50,0.22815458476543427,50,
50,,50,0.2255590856075287
51,0.2286560982465744,51,
51,,51,0.22480249404907227
52,0.22671979665756226,52,
52,,52,0.22602660953998566
53,0.2275855988264084,53,
53,,53,0.2236149162054062
54,0.2267589122056961,54,
54,,54,0.22343608736991882
55,0.22677142918109894,55,
55,,55,0.2244671881198883
56,0.22662405669689178,56,
56,,56,0.22417236864566803
57,0.22618387639522552,57,
57,,57,0.22397135198116302
58,0.22656260430812836,58,
58,,58,0.22356447577476501
59,0.2258845865726471,59,
59,,59,0.22435712814331055
60,0.22623276710510254,60,
60,,60,0.2231907844543457
61,0.2256987988948822,61,
61,,61,0.2229912132024765
62,0.22600406408309937,62,
62,,62,0.22310684621334076
63,0.22539882361888885,63,
63,,63,0.22409872710704803
64,0.2257845252752304,64,
64,,64,0.22316859662532806
65,0.22537238895893097,65,
65,,65,0.22292853891849518
66,0.22546838223934174,66,
66,,66,0.22322039306163788
67,0.22531132400035858,67,
67,,67,0.22312593460083008
68,0.22524859011173248,68,
68,,68,0.2227189689874649
69,0.22523479163646698,69,
69,,69,0.2228894978761673
70,0.22497811913490295,70,
70,,70,0.22351936995983124
71,0.22516565024852753,71,
71,,71,0.22271737456321716
72,0.22487275302410126,72,
72,,72,0.22251249849796295
73,0.22496989369392395,73,
73,,73,0.2229965627193451
74,0.22491317987442017,74,
74,,74,0.22282177209854126
75,0.2247379720211029,75,
75,,75,0.22265619039535522
76,0.22484202682971954,76,
76,,76,0.2229088544845581
77,0.22466984391212463,77,
77,,77,0.22275276482105255
78,0.22461974620819092,78,
78,,78,0.22238820791244507
79,0.22469562292099,79,
79,,79,0.22275549173355103
80,0.22455531358718872,80,
80,,80,0.2227008044719696
81,0.2244744598865509,81,
81,,81,0.22246867418289185
82,0.22453559935092926,82,
82,,82,0.2227809876203537
83,0.22444991767406464,83,
83,,83,0.222385972738266
84,0.22433792054653168,84,
84,,84,0.22225448489189148
85,0.2243582308292389,85,
85,,85,0.22283051908016205
86,0.22437156736850739,86,
86,,86,0.2223418802022934
87,0.22426366806030273,87,
87,,87,0.22237417101860046
88,0.2241514027118683,88,
88,,88,0.2224605232477188
89,0.22413600981235504,89,
89,,89,0.22211694717407227
90,0.22421406209468842,90,
90,,90,0.22318913042545319
91,0.2244521826505661,91,
91,,91,0.22222241759300232
92,0.22447419166564941,92,
92,,92,0.22285926342010498
93,0.22417400777339935,93,
93,,93,0.22191748023033142
94,0.22377823293209076,94,
94,,94,0.22174182534217834
95,0.22379443049430847,95,
95,,95,0.222577765583992
96,0.22390124201774597,96,
96,,96,0.22160573303699493
97,0.22380004823207855,97,
97,,97,0.2224501222372055
98,0.2236807495355606,98,
98,,98,0.22127944231033325
99,0.22339686751365662,99,
99,,99,0.2218451052904129
100,0.22314010560512543,100,
100,,100,0.2209424078464508
101,0.22293713688850403,101,
101,,101,0.22202561795711517
102,0.2230529934167862,102,
102,,102,0.2217126041650772
103,0.22416697442531586,103,
103,,103,0.22998040914535522
104,0.22957906126976013,104,
104,,104,0.22274325788021088
105,0.2254403680562973,105,
105,,105,0.2205638736486435
106,0.22231221199035645,106,
106,,106,0.2249050736427307
107,0.22515369951725006,107,
107,,107,0.22037753462791443
108,0.22209005057811737,108,
108,,108,0.22161531448364258
109,0.22409172356128693,109,
109,,109,0.22154806554317474
110,0.22248685359954834,110,
110,,110,0.22241312265396118
111,0.22306999564170837,111,
111,,111,0.22038771212100983
112,0.22235062718391418,112,
112,,112,0.2203606814146042
113,0.22228382527828217,113,
113,,113,0.22151893377304077
114,0.22220471501350403,114,
114,,114,0.22085636854171753
115,0.22162781655788422,115,
115,,115,0.22036901116371155
116,0.22209322452545166,116,
116,,116,0.2196487933397293
117,0.22090978920459747,117,
117,,117,0.22093263268470764
118,0.2215593159198761,118,
118,,118,0.21931150555610657
119,0.22051405906677246,119,
119,,119,0.21957208216190338
120,0.22104068100452423,120,
120,,120,0.22003719210624695
121,0.22048895061016083,121,
121,,121,0.2192390412092209
122,0.21986861526966095,122,
122,,122,0.21904954314231873
123,0.22054624557495117,123,
123,,123,0.21937304735183716
124,0.21981751918792725,124,
124,,124,0.2180888056755066
125,0.2187676876783371,125,
125,,125,0.2182878851890564
126,0.219565749168396,126,
126,,126,0.21893534064292908
127,0.219024658203125,127,
127,,127,0.21650239825248718
128,0.21730975806713104,128,
128,,128,0.21676000952720642
129,0.21827879548072815,129,
129,,129,0.219380721449852
130,0.21913281083106995,130,
130,,130,0.21503490209579468
131,0.21604672074317932,131,
131,,131,0.21519985795021057
132,0.2166251838207245,132,
132,,132,0.21785877645015717
133,0.21759097278118134,133,
133,,133,0.21345995366573334
134,0.21441978216171265,134,
134,,134,0.21367809176445007
135,0.21502141654491425,135,
135,,135,0.21660085022449493
136,0.2161722332239151,136,
136,,136,0.2117491215467453
137,0.2128097414970398,137,
137,,137,0.21139591932296753
138,0.21254757046699524,138,
138,,138,0.21528010070323944
139,0.21469348669052124,139,
139,,139,0.21104907989501953
140,0.21256117522716522,140,
140,,140,0.2099582701921463
141,0.2101549506187439,141,
141,,141,0.20972761511802673
142,0.20976825058460236,142,
142,,142,0.20936985313892365
143,0.21067723631858826,143,
143,,143,0.21176235377788544
144,0.2109619826078415,144,
144,,144,0.20769581198692322
145,0.20858663320541382,145,
145,,145,0.20703445374965668
146,0.2072761505842209,146,
146,,146,0.20866917073726654
147,0.2080850601196289,147,
147,,147,0.20866625010967255
148,0.20995846390724182,148,
148,,148,0.21275866031646729
149,0.211165651679039,149,
149,,149,0.2059960812330246
150,0.2071671485900879,150,
150,,150,0.2057250440120697
151,0.20587313175201416,151,
151,,151,0.20882445573806763
152,0.2076880782842636,152,
152,,152,0.20550255477428436
153,0.20631377398967743,153,
153,,153,0.2052319198846817
154,0.20473229885101318,154,
154,,154,0.2063807100057602
155,0.20547252893447876,155,
155,,155,0.2044943869113922
156,0.2051393687725067,156,
156,,156,0.2049153447151184
157,0.20394127070903778,157,
157,,157,0.20489858090877533
158,0.2038884162902832,158,
158,,158,0.2037641555070877
159,0.20417194068431854,159,
159,,159,0.20489050447940826
160,0.2033221423625946,160,
160,,160,0.20336459577083588
161,0.20228354632854462,161,
161,,161,0.20258022844791412
162,0.2024509310722351,162,
162,,162,0.20432838797569275
163,0.2025233805179596,163,
163,,163,0.20396482944488525
164,0.20260564982891083,164,
164,,164,0.20354202389717102
165,0.2022898942232132,165,
165,,165,0.2017533928155899
166,0.20044288039207458,166,
166,,166,0.2025248110294342
167,0.20039333403110504,167,
167,,167,0.20219221711158752
168,0.2002941071987152,168,
168,,168,0.2010381817817688
169,0.19975407421588898,169,
169,,169,0.20168651640415192
170,0.19905437529087067,170,
170,,170,0.2007647454738617
171,0.19831585884094238,171,
171,,171,0.2004455178976059
172,0.19879105687141418,172,
172,,172,0.20257943868637085
173,0.1995755285024643,173,
173,,173,0.20435523986816406
174,0.20197218656539917,174,
174,,174,0.20502984523773193
175,0.20178036391735077,175,
175,,175,0.19978909194469452
176,0.1980140656232834,176,
176,,176,0.20129038393497467
177,0.1990782767534256,177,
177,,177,0.20348630845546722
178,0.19947941601276398,178,
178,,178,0.1996719241142273
179,0.19674141705036163,179,
179,,179,0.20121008157730103
180,0.19911809265613556,180,
180,,180,0.2002766728401184
181,0.1965503841638565,181,
181,,181,0.2015959918498993
182,0.1975090652704239,182,
182,,182,0.19928814470767975
183,0.19675162434577942,183,
183,,183,0.19867803156375885
184,0.1961984932422638,184,
184,,184,0.2001517117023468
185,0.1964166760444641,185,
185,,185,0.1993224024772644
186,0.19572721421718597,186,
186,,186,0.19813987612724304
187,0.19552353024482727,187,
187,,187,0.19854962825775146
188,0.19550004601478577,188,
188,,188,0.19860878586769104
189,0.1946527659893036,189,
189,,189,0.198689267039299
190,0.19504530727863312,190,
190,,190,0.19779247045516968
191,0.19457237422466278,191,
191,,191,0.19705331325531006
192,0.1939105987548828,192,
192,,192,0.19787727296352386
193,0.19436262547969818,193,
193,,193,0.1971891075372696
194,0.19372984766960144,194,
194,,194,0.19607160985469818
195,0.19356656074523926,195,
195,,195,0.19610144197940826
196,0.19284681975841522,196,
196,,196,0.19713817536830902
197,0.19317670166492462,197,
197,,197,0.19605989754199982
198,0.19351708889007568,198,
198,,198,0.19810302555561066
199,0.19420339167118073,199,
199,,199,0.1974823772907257
200,0.19479705393314362,200,
200,,200,0.1992257535457611
201,0.19494909048080444,201,
201,,201,0.19536465406417847
202,0.1931172013282776,202,
202,,202,0.19476589560508728
203,0.1915905624628067,203,
203,,203,0.19651928544044495
204,0.19241395592689514,204,
204,,204,0.19562023878097534
205,0.19302520155906677,205,
205,,205,0.19662974774837494
206,0.19239379465579987,206,
206,,206,0.19422204792499542
207,0.1909608095884323,207,
207,,207,0.19353824853897095
208,0.1902521401643753,208,
208,,208,0.19485072791576385
209,0.19089964032173157,209,
209,,209,0.19411903619766235
210,0.19142332673072815,210,
210,,210,0.19699248671531677
211,0.1924624741077423,211,
211,,211,0.19537466764450073
212,0.19353674352169037,212,
212,,212,0.20037326216697693
213,0.19506418704986572,213,
213,,213,0.19359058141708374
214,0.19092869758605957,214,
214,,214,0.19271902740001678
215,0.1899614781141281,215,
215,,215,0.1946650743484497
216,0.19017437100410461,216,
216,,216,0.19480925798416138
217,0.1911660134792328,217,
217,,217,0.19337721168994904
218,0.18950316309928894,218,
218,,218,0.19193501770496368
219,0.18811725080013275,219,
219,,219,0.19345062971115112
220,0.18956632912158966,220,
220,,220,0.1927911341190338
221,0.1882365494966507,221,
221,,221,0.1909307986497879
222,0.18805423378944397,222,
222,,222,0.1901078075170517
223,0.18628768622875214,223,
223,,223,0.19029313325881958
224,0.1862303614616394,224,
224,,224,0.1891855001449585
225,0.1863868236541748,225,
225,,225,0.19911202788352966
226,0.19380055367946625,226,
226,,226,0.2138502150774002
227,0.21261201798915863,227,
227,,227,0.25237658619880676
228,0.24448846280574799,228,
228,,228,0.19606758654117584
229,0.19206586480140686,229,
229,,229,0.22073516249656677
230,0.22151973843574524,230,
230,,230,0.2029864341020584
231,0.2020871639251709,231,
231,,231,0.20123858749866486
232,0.19621166586875916,232,
232,,232,0.21401768922805786
233,0.20737512409687042,233,
233,,233,0.20301620662212372
234,0.19766294956207275,234,
234,,234,0.1944839358329773
235,0.19107630848884583,235,
235,,235,0.20282624661922455
236,0.2002718150615692,236,
236,,236,0.20019102096557617
237,0.1974617838859558,237,
237,,237,0.19295063614845276
238,0.189583882689476,238,
238,,238,0.19652444124221802
239,0.19224926829338074,239,
239,,239,0.19948174059391022
240,0.19459941983222961,240,
240,,240,0.19758884608745575
241,0.19303864240646362,241,
241,,241,0.19190919399261475
242,0.18870404362678528,242,
242,,242,0.19088120758533478
243,0.18919263780117035,243,
243,,243,0.1921151876449585
244,0.19103112816810608,244,
244,,244,0.1918296366930008
245,0.19020295143127441,245,
245,,245,0.19081774353981018
246,0.18834926187992096,246,
246,,246,0.18987113237380981
247,0.1869044154882431,247,
247,,247,0.1916714906692505
248,0.18829067051410675,248,
248,,248,0.19181543588638306
249,0.18802322447299957,249,
249,,249,0.19045262038707733
250,0.18675875663757324,250,
250,,250,0.1879265457391739
251,0.1850212961435318,251,
251,,251,0.18733574450016022
252,0.1851939558982849,252,
252,,252,0.18710392713546753
253,0.18507912755012512,253,
253,,253,0.18680472671985626
254,0.1844484955072403,254,
254,,254,0.18589460849761963
255,0.18322694301605225,255,
255,,255,0.1855277121067047
256,0.1826523393392563,256,
256,,256,0.18576517701148987
257,0.18258172273635864,257,
257,,257,0.18517428636550903
258,0.18172630667686462,258,
258,,258,0.1835319846868515
259,0.18038445711135864,259,
259,,259,0.18256692588329315
260,0.18006369471549988,260,
260,,260,0.18231073021888733
261,0.17943914234638214,261,
261,,261,0.18013247847557068
262,0.17768728733062744,262,
262,,262,0.1792588084936142
263,0.17662617564201355,263,
263,,263,0.17992164194583893
264,0.1767348349094391,264,
264,,264,0.18870025873184204
265,0.18720099329948425,265,
265,,265,0.22352270781993866
266,0.21870753169059753,266,
266,,266,0.1838957667350769
267,0.18156054615974426,267,
267,,267,0.19853688776493073
268,0.19822368025779724,268,
268,,268,0.19114747643470764
269,0.1896955370903015,269,
269,,269,0.18712720274925232
270,0.18323887884616852,270,
270,,270,0.19600719213485718
271,0.19084031879901886,271,
271,,271,0.18852277100086212
272,0.18378955125808716,272,
272,,272,0.18755348026752472
273,0.18407675623893738,273,
273,,273,0.18969865143299103
274,0.18636657297611237,274,
274,,274,0.18683376908302307
275,0.18176759779453278,275,
275,,275,0.18981699645519257
276,0.18403050303459167,276,
276,,276,0.18300706148147583
277,0.17894944548606873,277,
277,,277,0.1825913041830063
278,0.18031583726406097,278,
278,,278,0.18039920926094055
279,0.17825040221214294,279,
279,,279,0.18009644746780396
280,0.1768965721130371,280,
280,,280,0.18255753815174103
281,0.17887581884860992,281,
281,,281,0.1778884083032608
282,0.1750718504190445,282,
282,,282,0.1772306114435196
283,0.17552722990512848,283,
283,,283,0.17691157758235931
284,0.1748112440109253,284,
284,,284,0.17604975402355194
285,0.1727292388677597,285,
285,,285,0.1766480654478073
286,0.17297731339931488,286,
286,,286,0.17572715878486633
287,0.17254194617271423,287,
287,,287,0.1735018938779831
288,0.17024652659893036,288,
288,,288,0.17480851709842682
289,0.17115944623947144,289,
289,,289,0.17235879600048065
290,0.1689782589673996,290,
290,,290,0.1719135344028473
291,0.16874492168426514,291,
291,,291,0.17180849611759186
292,0.16826288402080536,292,
292,,292,0.17007461190223694
293,0.16670753061771393,293,
293,,293,0.1700030267238617
294,0.16740570962429047,294,
294,,294,0.16881833970546722
295,0.16589628159999847,295,
295,,295,0.16776613891124725
296,0.16499370336532593,296,
296,,296,0.16771487891674042
297,0.16507695615291595,297,
297,,297,0.16744627058506012
298,0.16435372829437256,298,
298,,298,0.1663164645433426
299,0.1639469861984253,299,
299,,299,0.16533765196800232
300,0.16251377761363983,300,
300,,300,0.16622565686702728
301,0.1626834124326706,301,
301,,301,0.16503992676734924
302,0.16226942837238312,302,
302,,302,0.16694137454032898
303,0.16302797198295593,303,
303,,303,0.16587716341018677
304,0.16314023733139038,304,
304,,304,0.1664310097694397
305,0.16234585642814636,305,
305,,305,0.16316719353199005
306,0.16004720330238342,306,
306,,306,0.16295026242733002
307,0.1602441966533661,307,
307,,307,0.1642821729183197
308,0.16052116453647614,308,
308,,308,0.1614518165588379
309,0.15843641757965088,309,
309,,309,0.16169458627700806
310,0.15899914503097534,310,
310,,310,0.16207042336463928
311,0.1582830399274826,311,
311,,311,0.16049137711524963
312,0.156940296292305,312,
312,,312,0.1605299562215805
313,0.1575762778520584,313,
313,,313,0.15947838127613068
314,0.15589533746242523,314,
314,,314,0.159739688038826
315,0.1559077352285385,315,
315,,315,0.1584417074918747
316,0.15527036786079407,316,
316,,316,0.1575157344341278
317,0.15429861843585968,317,
317,,317,0.15796439349651337
318,0.15414784848690033,318,
318,,318,0.1566607803106308
319,0.153085395693779,319,
319,,319,0.15617257356643677
320,0.15291866660118103,320,
320,,320,0.15610836446285248
321,0.1521300971508026,321,
321,,321,0.15485066175460815
322,0.15116643905639648,322,
322,,322,0.15421393513679504
323,0.15082624554634094,323,
323,,323,0.15343531966209412
324,0.14965854585170746,324,
324,,324,0.15301449596881866
325,0.1490713208913803,325,
325,,325,0.1517874002456665
326,0.14822250604629517,326,
326,,326,0.15073835849761963
327,0.14713430404663086,327,
327,,327,0.15052296221256256
328,0.1465318351984024,328,
328,,328,0.14959639310836792
329,0.14615340530872345,329,
329,,329,0.15344968438148499
330,0.14922843873500824,330,
330,,330,0.16012319922447205
331,0.15707774460315704,331,
331,,331,0.15986759960651398
332,0.1558878868818283,332,
332,,332,0.15015868842601776
333,0.14674337208271027,333,
333,,333,0.15482865273952484
334,0.15197810530662537,334,
334,,334,0.14626577496528625
335,0.14352069795131683,335,
335,,335,0.1504017859697342
336,0.14737564325332642,336,
336,,336,0.14598169922828674
337,0.14358724653720856,337,
337,,337,0.1466248482465744
338,0.14406466484069824,338,
338,,338,0.14306622743606567
339,0.13988226652145386,339,
339,,339,0.14298933744430542
340,0.13952520489692688,340,
340,,340,0.14214202761650085
341,0.13846281170845032,341,
341,,341,0.13871680200099945
342,0.13535796105861664,342,
342,,342,0.13724757730960846
343,0.13449957966804504,343,
343,,343,0.13483017683029175
344,0.1321437805891037,344,
344,,344,0.13321416079998016
345,0.1305112987756729,345,
345,,345,0.13125203549861908
346,0.12917585670948029,346,
346,,346,0.12941443920135498
347,0.12740153074264526,347,
347,,347,0.12712453305721283
348,0.12522439658641815,348,
348,,348,0.12588496506214142
349,0.12429118156433105,349,
349,,349,0.12357389181852341
350,0.12158187478780746,350,
350,,350,0.12164714187383652
351,0.12023154646158218,351,
351,,351,0.11927278339862823
352,0.11752896010875702,352,
352,,352,0.11740940064191818
353,0.11596843600273132,353,
353,,353,0.11530418694019318
354,0.11447872221469879,354,
354,,354,0.11459894478321075
355,0.11392293125391006,355,
355,,355,0.12088830769062042
356,0.11982429772615433,356,
356,,356,0.14030039310455322
357,0.14138968288898468,357,
357,,357,0.11941853165626526
358,0.11859039962291718,358,
358,,358,0.12611505389213562
359,0.12497273087501526,359,
359,,359,0.11496128886938095
360,0.11454777419567108,360,
360,,360,0.11782959848642349
361,0.11755625158548355,361,
361,,361,0.10958944261074066
362,0.10866563767194748,362,
362,,362,0.1168622374534607
363,0.11529120057821274,363,
363,,363,0.10758128762245178
364,0.10648093372583389,364,
364,,364,0.11042902618646622
365,0.10981864482164383,365,
365,,365,0.10636209696531296
366,0.10573510080575943,366,
366,,366,0.10612762719392776
367,0.10507981479167938,367,
367,,367,0.10483323037624359
368,0.10406026989221573,368,
368,,368,0.1018613800406456
369,0.10111938416957855,369,
369,,369,0.10347123444080353
370,0.10281786322593689,370,
370,,370,0.0996340736746788
371,0.09909331798553467,371,
371,,371,0.09887627512216568
372,0.09845058619976044,372,
372,,372,0.09933460503816605
373,0.0988641306757927,373,
373,,373,0.09650614857673645
374,0.09608262777328491,374,
374,,374,0.09744266420602798
375,0.09699508547782898,375,
375,,375,0.09640054404735565
376,0.09584808349609375,376,
376,,376,0.0950915515422821
377,0.0946892574429512,377,
377,,377,0.09469450265169144
378,0.09447868168354034,378,
378,,378,0.09375140815973282
379,0.09343086928129196,379,
379,,379,0.09359476715326309
380,0.09340613335371017,380,
380,,380,0.09229715168476105
381,0.09207838773727417,381,
381,,381,0.09212235361337662
382,0.09191852807998657,382,
382,,382,0.09175238013267517
383,0.0916944146156311,383,
383,,383,0.09071304649114609
384,0.09058832377195358,384,
384,,384,0.09093696624040604
385,0.09087623655796051,385,
385,,385,0.09004178643226624
386,0.0902518779039383,386,
386,,386,0.08945393562316895
387,0.08961798250675201,387,
387,,387,0.08944565057754517
388,0.08949051797389984,388,
388,,388,0.08901378512382507
389,0.08911052346229553,389,
389,,389,0.0887172669172287
390,0.08881095051765442,390,
390,,390,0.08808042854070663
391,0.08839423209428787,391,
391,,391,0.08772981911897659
392,0.08807779103517532,392,
392,,392,0.08766400068998337
393,0.08779606223106384,393,
393,,393,0.08735928684473038
394,0.0874510407447815,394,
394,,394,0.08722696453332901
395,0.08726710826158524,395,
395,,395,0.08662912994623184
396,0.08677896857261658,396,
396,,396,0.08644098043441772
397,0.08671508729457855,397,
397,,397,0.08627791702747345
398,0.08647333830595016,398,
398,,398,0.0859842523932457
399,0.08620961010456085,399,
399,,399,0.08593757450580597
400,0.08600467443466187,400,
400,,400,0.085594542324543
401,0.08574430644512177,401,
401,,401,0.08524304628372192
402,0.08541048318147659,402,
402,,402,0.08498940616846085
403,0.08523350954055786,403,
403,,403,0.08478767424821854
404,0.0850520208477974,404,
404,,404,0.08478768169879913
405,0.0848780944943428,405,
405,,405,0.08461733907461166
406,0.08480239659547806,406,
406,,406,0.08479350060224533
407,0.08480213582515717,407,
407,,407,0.0846882089972496
408,0.08505447208881378,408,
408,,408,0.08580133318901062
409,0.0857628658413887,409,
409,,409,0.08642426133155823
410,0.0869634598493576,410,
410,,410,0.08773142099380493
411,0.08746015280485153,411,
411,,411,0.08566871285438538
412,0.08600304275751114,412,
412,,412,0.08377175033092499
413,0.08376272022724152,413,
413,,413,0.08433189988136292
414,0.08428747951984406,414,
414,,414,0.08486756682395935
415,0.08526048064231873,415,
415,,415,0.08391544222831726
416,0.08385004103183746,416,
416,,416,0.08326701819896698
417,0.08328225463628769,417,
417,,417,0.0838920995593071
418,0.08416342735290527,418,
418,,418,0.0835142582654953
419,0.08339778333902359,419,
419,,419,0.08285462111234665
420,0.08282074332237244,420,
420,,420,0.0831802636384964
421,0.08341583609580994,421,
421,,421,0.08307310193777084
422,0.08299727737903595,422,
422,,422,0.08249078691005707
423,0.08242224156856537,423,
423,,423,0.08273421972990036
424,0.08280074596405029,424,
424,,424,0.08276893943548203
425,0.08260627835988998,425,
425,,425,0.08211278170347214
426,0.08207723498344421,426,
426,,426,0.08225022256374359
427,0.08232060819864273,427,
427,,427,0.0823776051402092
428,0.08222288638353348,428,
428,,428,0.08179204910993576
429,0.08179286122322083,429,
429,,429,0.08186951279640198
430,0.0818602442741394,430,
430,,430,0.08205816894769669
431,0.0818479135632515,431,
431,,431,0.08152003586292267
432,0.08152386546134949,432,
432,,432,0.08146501332521439
433,0.08146016299724579,433,
433,,433,0.08173796534538269
434,0.08152392506599426,434,
434,,434,0.08130071312189102
435,0.08129499852657318,435,
435,,435,0.08120108395814896
436,0.08109226822853088,436,
436,,436,0.0813211053609848
437,0.08110763132572174,437,
437,,437,0.081088587641716
438,0.08105363696813583,438,
438,,438,0.08105559647083282
439,0.08088378608226776,439,
439,,439,0.08087897300720215
440,0.0807279646396637,440,
440,,440,0.08073931932449341
441,0.08064334839582443,441,
441,,441,0.0807877853512764
442,0.08060646802186966,442,
442,,442,0.08059465140104294
443,0.08053382486104965,443,
443,,443,0.08053966611623764
444,0.08040149509906769,444,
444,,444,0.08032302558422089
445,0.08026862889528275,445,
445,,445,0.08029457181692123
446,0.08016800880432129,446,
446,,446,0.08019569516181946
447,0.0800785943865776,447,
447,,447,0.08008390665054321
448,0.08000126481056213,448,
448,,448,0.0801154151558876
449,0.07994795590639114,449,
449,,449,0.07991399616003036
450,0.07991450279951096,450,
450,,450,0.08013167977333069
451,0.07992320507764816,451,
451,,451,0.07997118681669235
452,0.07998959720134735,452,
452,,452,0.08046343922615051
453,0.08019593358039856,453,
453,,453,0.08022738248109818
454,0.08031584322452545,454,
454,,454,0.08066675812005997
455,0.08035334944725037,455,
455,,455,0.07980542629957199
456,0.0799272358417511,456,
456,,456,0.07965811342000961
457,0.07943981885910034,457,
457,,457,0.07926518470048904
458,0.07918950170278549,458,
458,,458,0.07929229736328125
459,0.07928793132305145,459,
459,,459,0.07972324639558792
460,0.07945713400840759,460,
460,,460,0.07928577810525894
461,0.07936010509729385,461,
461,,461,0.07935171574354172
462,0.07908949255943298,462,
462,,462,0.07889984548091888
463,0.07882983237504959,463,
463,,463,0.0788186714053154
464,0.07877247035503387,464,
464,,464,0.07901821285486221
465,0.07880429923534393,465,
465,,465,0.07874483615159988
466,0.07878318428993225,466,
466,,466,0.07890233397483826
467,0.07868402451276779,467,
467,,467,0.07852987945079803
468,0.07852337509393692,468,
468,,468,0.07847447693347931
469,0.07832705229520798,469,
469,,469,0.07825109362602234
470,0.07817494124174118,470,
470,,470,0.07812677323818207
471,0.07806872576475143,471,
471,,471,0.07831107825040817
472,0.07809155434370041,472,
472,,472,0.07862555980682373
473,0.07871385663747787,473,
473,,473,0.08046122640371323
474,0.08000323176383972,474,
474,,474,0.08180496841669083
475,0.08212636411190033,475,
475,,475,0.08210474252700806
476,0.0814695730805397,476,
476,,476,0.07863688468933105
477,0.07869492471218109,477,
477,,477,0.07845091819763184
478,0.07856263220310211,478,
478,,478,0.08008193224668503
479,0.07971520721912384,479,
479,,479,0.07842659950256348
480,0.07852333784103394,480,
480,,480,0.07834388315677643
481,0.07842627167701721,481,
481,,481,0.07917758077383041
482,0.0788944885134697,482,
482,,482,0.07763756811618805
483,0.07760842144489288,483,
483,,483,0.07794535905122757
484,0.07800672948360443,484,
484,,484,0.07825277000665665
485,0.07810371369123459,485,
485,,485,0.07695715874433517
486,0.0769449844956398,486,
486,,486,0.07776661217212677
487,0.07777982205152512,487,
487,,487,0.07713425904512405
488,0.07711734622716904,488,
488,,488,0.0765579417347908
489,0.07647852599620819,489,
489,,489,0.07674077153205872
490,0.07684596627950668,490,
490,,490,0.07585395872592926
491,0.07583223283290863,491,
491,,491,0.0764397382736206
492,0.07626910507678986,492,
492,,492,0.07591836154460907
493,0.0759841650724411,493,
493,,493,0.07610967755317688
494,0.07592787593603134,494,
494,,494,0.07665897160768509
495,0.07664073258638382,495,
495,,495,0.07782269269227982
496,0.07746312767267227,496,
496,,496,0.08063866943120956
497,0.08112360537052155,497,
497,,497,0.0801454558968544
498,0.07962051779031754,498,
498,,498,0.075910784304142
