epoch,step,train/loss,valid/loss
68,68,,0.22129854559898376
69,69,0.22172796726226807,
69,69,,0.22107306122779846
70,70,0.2215328812599182,
70,70,,0.22084802389144897
71,71,0.22133171558380127,
71,71,,0.2206227332353592
72,72,0.22111788392066956,
72,72,,0.22039374709129333
73,73,0.22089020907878876,
73,73,,0.22016087174415588
74,74,0.22065122425556183,
74,74,,0.219925194978714
75,75,0.22040319442749023,
75,75,,0.2196883261203766
76,76,0.22015175223350525,
76,76,,0.21945740282535553
77,77,0.21990007162094116,
77,77,,0.21922697126865387
78,78,0.21964696049690247,
78,78,,0.21898885071277618
79,79,0.2193949818611145,
79,79,,0.21874038875102997
80,80,0.21913929283618927,
80,80,,0.2184814065694809
81,81,0.21887393295764923,
81,81,,0.21819916367530823
82,82,0.21859946846961975,
82,82,,0.2179025262594223
83,83,0.218312606215477,
83,83,,0.21758659183979034
84,84,0.2180148810148239,
84,84,,0.2172601819038391
85,85,0.2177126258611679,
85,85,,0.2169269621372223
86,86,0.21740390360355377,
86,86,,0.21658752858638763
87,87,0.21708828210830688,
87,87,,0.21624569594860077
88,88,0.21676760911941528,
88,88,,0.21589751541614532
89,89,0.216440811753273,
89,89,,0.21554617583751678
90,90,0.21610037982463837,
90,90,,0.21518245339393616
91,91,0.21575088798999786,
91,91,,0.21481604874134064
92,92,0.21538780629634857,
92,92,,0.21444761753082275
93,93,0.21501436829566956,
93,93,,0.21406541764736176
94,94,0.21462880074977875,
94,94,,0.2136741280555725
95,95,0.21423320472240448,
95,95,,0.21326155960559845
96,96,0.21382561326026917,
96,96,,0.21283583343029022
97,97,0.21340085566043854,
97,97,,0.21238373219966888
98,98,0.21296022832393646,
98,98,,0.2119046002626419
99,99,0.21249788999557495,
99,99,,0.21140645444393158
100,100,0.21201640367507935,
100,100,,0.21087917685508728
101,101,0.2115119993686676,
101,101,,0.2103269249200821
102,102,0.2109793722629547,
102,102,,0.2097432166337967
103,103,0.21041975915431976,
103,103,,0.20912683010101318
104,104,0.20982494950294495,
104,104,,0.2084808349609375
105,105,0.20918983221054077,
105,105,,0.20778575539588928
106,106,0.20850762724876404,
106,106,,0.20703992247581482
107,107,0.20776747167110443,
107,107,,0.2062307745218277
108,108,0.20696035027503967,
108,108,,0.20534521341323853
109,109,0.20607206225395203,
109,109,,0.20433716475963593
110,110,0.20507940649986267,
110,110,,0.20320382714271545
111,111,0.20396046340465546,
111,111,,0.2018916755914688
112,112,0.20267745852470398,
112,112,,0.2003755420446396
113,113,0.2011873722076416,
113,113,,0.1986178457736969
114,114,0.19943994283676147,
114,114,,0.19660693407058716
115,115,0.19744011759757996,
115,115,,0.19463509321212769
116,116,0.1955312043428421,
116,116,,0.19567112624645233
117,117,0.1961815506219864,
117,117,,0.2472878396511078
118,118,0.25193458795547485,
118,118,,0.20237857103347778
119,119,0.2027597576379776,
119,119,,0.21339687705039978
120,120,0.21380700170993805,
120,120,,0.21055643260478973
121,121,0.21164436638355255,
121,121,,0.20890755951404572
122,122,0.21052975952625275,
122,122,,0.208069309592247
123,123,0.20999686419963837,
123,123,,0.20638038218021393
124,124,0.208396315574646,
124,124,,0.203362375497818
125,125,0.20526784658432007,
125,125,,0.19952374696731567
126,126,0.20113931596279144,
126,126,,0.19632115960121155
127,127,0.1974586695432663,
127,127,,0.1961350291967392
128,128,0.19665013253688812,
128,128,,0.2002502828836441
129,129,0.20016297698020935,
129,129,,0.20274335145950317
130,130,0.2024773806333542,
130,130,,0.1993275284767151
131,131,0.19945144653320312,
131,131,,0.19606052339076996
132,132,0.1967722624540329,
132,132,,0.19543206691741943
133,133,0.19665656983852386,
133,133,,0.19604934751987457
134,134,0.19760501384735107,
134,134,,0.19637304544448853
135,135,0.19808489084243774,
135,135,,0.1957518458366394
136,136,0.19744335114955902,
136,136,,0.19427131116390228
137,137,0.1957923024892807,
137,137,,0.1925903707742691
138,138,0.1938033550977707,
138,138,,0.19169022142887115
139,139,0.19248150289058685,
139,139,,0.19219481945037842
140,140,0.19253936409950256,
140,140,,0.19312360882759094
141,141,0.19316630065441132,
141,141,,0.1923985332250595
142,142,0.19244174659252167,
142,142,,0.19031506776809692
143,143,0.19062300026416779,
143,143,,0.18878786265850067
144,144,0.18945808708667755,
144,144,,0.1882164627313614
145,145,0.18918542563915253,
145,145,,0.1878146231174469
146,146,0.1889500468969345,
146,146,,0.18690043687820435
147,147,0.18801163136959076,
147,147,,0.185479074716568
148,148,0.18635796010494232,
148,148,,0.18437445163726807
149,149,0.18482409417629242,
149,149,,0.18451350927352905
150,150,0.1844535917043686,
150,150,,0.18397942185401917
151,151,0.18375132977962494,
151,151,,0.18190132081508636
152,152,0.18205203115940094,
152,152,,0.18142780661582947
153,153,0.18197780847549438,
153,153,,0.18080897629261017
154,154,0.18126803636550903,
154,154,,0.18019498884677887
155,155,0.17999151349067688,
155,155,,0.18133407831192017
156,156,0.1806686520576477,
156,156,,0.17886283993721008
157,157,0.17898690700531006,
157,157,,0.17860642075538635
158,158,0.1791256070137024,
158,158,,0.1772388219833374
159,159,0.1774939000606537,
159,159,,0.1770271509885788
160,160,0.17682717740535736,
160,160,,0.1761971116065979
161,161,0.17599456012248993,
161,161,,0.17490153014659882
162,162,0.1750733107328415,
162,162,,0.1743684709072113
163,163,0.1747886687517166,
163,163,,0.17326445877552032
164,164,0.17375974357128143,
164,164,,0.1727694869041443
165,165,0.17324848473072052,
165,165,,0.17242145538330078
166,166,0.1728658229112625,
166,166,,0.1714620143175125
167,167,0.17190255224704742,
167,167,,0.17100876569747925
168,168,0.17142336070537567,
168,168,,0.17018741369247437
169,169,0.1706700176000595,
169,169,,0.1692129671573639
170,170,0.16980765759944916,
170,170,,0.16867366433143616
171,171,0.16920052468776703,
171,171,,0.16786091029644012
172,172,0.16814570128917694,
172,172,,0.16753672063350677
173,173,0.1676083505153656,
173,173,,0.16648240387439728
174,174,0.16660524904727936,
174,174,,0.16593386232852936
175,175,0.1661083996295929,
175,175,,0.16544131934642792
176,176,0.16545706987380981,
176,176,,0.165532186627388
177,177,0.16527581214904785,
177,177,,0.16517898440361023
178,178,0.1649002730846405,
178,178,,0.16520780324935913
179,179,0.1648806631565094,
179,179,,0.16484256088733673
180,180,0.16442131996154785,
180,180,,0.16465364396572113
181,181,0.16417086124420166,
181,181,,0.1643059104681015
182,182,0.1637900024652481,
182,182,,0.164087176322937
183,183,0.1636023074388504,
183,183,,0.1637498140335083
184,184,0.16333915293216705,
184,184,,0.16356517374515533
185,185,0.16318389773368835,
185,185,,0.16337068378925323
186,186,0.16295522451400757,
186,186,,0.163192480802536
187,187,0.162788525223732,
187,187,,0.16283449530601501
188,188,0.16257402300834656,
188,188,,0.1625405251979828
189,189,0.16238714754581451,
189,189,,0.16232940554618835
190,190,0.1621471494436264,
190,190,,0.16219130158424377
191,191,0.16189278662204742,
191,191,,0.16198612749576569
192,192,0.161652073264122,
192,192,,0.16173513233661652
193,193,0.16139812767505646,
193,193,,0.16152982413768768
194,194,0.16121068596839905,
194,194,,0.1614067703485489
195,195,0.16105970740318298,
195,195,,0.1613943874835968
196,196,0.16094399988651276,
196,196,,0.1613549292087555
197,197,0.160831481218338,
197,197,,0.16125375032424927
198,198,0.16069437563419342,
198,198,,0.16107136011123657
199,199,0.16054712235927582,
199,199,,0.16084063053131104
200,200,0.16038349270820618,
200,200,,0.16068097949028015
201,201,0.16023369133472443,
201,201,,0.16055932641029358
202,202,0.1600915789604187,
202,202,,0.1604696810245514
203,203,0.1599937230348587,
203,203,,0.1603219360113144
204,204,0.15991608798503876,
204,204,,0.16020773351192474
205,205,0.15984433889389038,
205,205,,0.16010800004005432
206,206,0.15978789329528809,
206,206,,0.16003546118736267
207,207,0.15970967710018158,
207,207,,0.15994572639465332
208,208,0.15963129699230194,
208,208,,0.15985015034675598
209,209,0.1595638543367386,
209,209,,0.15976184606552124
210,210,0.15947294235229492,
210,210,,0.15969312191009521
211,211,0.1594034880399704,
211,211,,0.15963031351566315
212,212,0.15933915972709656,
212,212,,0.15961399674415588
213,213,0.1592780500650406,
213,213,,0.15956754982471466
214,214,0.15922453999519348,
214,214,,0.15953429043293
215,215,0.15916240215301514,
215,215,,0.15948127210140228
216,216,0.15911783277988434,
216,216,,0.159432515501976
217,217,0.15905459225177765,
217,217,,0.1593690812587738
218,218,0.15899334847927094,
218,218,,0.1593116968870163
219,219,0.15893441438674927,
219,219,,0.15926945209503174
220,220,0.15887746214866638,
220,220,,0.15922558307647705
221,221,0.15881921350955963,
221,221,,0.15917396545410156
222,222,0.15876735746860504,
222,222,,0.1591329723596573
223,223,0.15870290994644165,
223,223,,0.15907931327819824
224,224,0.1586480289697647,
224,224,,0.15904724597930908
225,225,0.15858951210975647,
225,225,,0.15900352597236633
226,226,0.15853245556354523,
226,226,,0.15896408259868622
227,227,0.15847669541835785,
227,227,,0.1589234620332718
228,228,0.1584196388721466,
228,228,,0.15886592864990234
229,229,0.15836799144744873,
229,229,,0.15883292257785797
230,230,0.15831337869167328,
230,230,,0.15880896151065826
231,231,0.15825960040092468,
231,231,,0.15875792503356934
232,232,0.158196821808815,
232,232,,0.15867790579795837
233,233,0.15814416110515594,
233,233,,0.15863409638404846
234,234,0.15808096528053284,
234,234,,0.1585930436849594
235,235,0.15802036225795746,
235,235,,0.1585259586572647
236,236,0.15797311067581177,
236,236,,0.1584968864917755
237,237,0.1579025685787201,
237,237,,0.1584130823612213
238,238,0.15784971415996552,
238,238,,0.15836457908153534
239,239,0.15779219567775726,
239,239,,0.15831299126148224
240,240,0.1577327847480774,
240,240,,0.15827877819538116
241,241,0.15767917037010193,
241,241,,0.15822218358516693
242,242,0.1576167196035385,
242,242,,0.15814615786075592
243,243,0.15756137669086456,
243,243,,0.15811392664909363
244,244,0.15750551223754883,
244,244,,0.15806572139263153
245,245,0.15745122730731964,
245,245,,0.15804694592952728
246,246,0.15738244354724884,
246,246,,0.1579960435628891
247,247,0.15733064711093903,
247,247,,0.15794657170772552
248,248,0.15727125108242035,
248,248,,0.15788346529006958
249,249,0.15720050036907196,
249,249,,0.15784190595149994
250,250,0.15715038776397705,
250,250,,0.15781936049461365
251,251,0.15708279609680176,
251,251,,0.15772460401058197
252,252,0.15702155232429504,
252,252,,0.15768557786941528
253,253,0.1569652110338211,
253,253,,0.15766292810440063
254,254,0.1568889170885086,
254,254,,0.15757907927036285
255,255,0.15682077407836914,
255,255,,0.15753073990345
256,256,0.1567712277173996,
256,256,,0.15750275552272797
257,257,0.15668903291225433,
257,257,,0.15743614733219147
258,258,0.1566319316625595,
258,258,,0.15737676620483398
259,259,0.15656214952468872,
259,259,,0.15732206404209137
260,260,0.1564917415380478,
260,260,,0.15727725625038147
261,261,0.15641839802265167,
261,261,,0.15721295773983002
262,262,0.15634183585643768,
262,262,,0.15715384483337402
263,263,0.15626700222492218,
263,263,,0.15709170699119568
264,264,0.15619826316833496,
264,264,,0.15701895952224731
265,265,0.15611638128757477,
265,265,,0.15696397423744202
266,266,0.15604393184185028,
266,266,,0.1568930298089981
267,267,0.1559721678495407,
267,267,,0.1568268984556198
268,268,0.15588834881782532,
268,268,,0.15675517916679382
269,269,0.15580584108829498,
269,269,,0.15671813488006592
270,270,0.15573254227638245,
270,270,,0.1566460281610489
271,271,0.15564288198947906,
271,271,,0.1565612256526947
272,272,0.155563086271286,
272,272,,0.15649347007274628
273,273,0.15547442436218262,
273,273,,0.1564442664384842
274,274,0.1553841382265091,
274,274,,0.15634532272815704
275,275,0.15528307855129242,
275,275,,0.15627869963645935
276,276,0.15520118176937103,
276,276,,0.15624578297138214
277,277,0.155097097158432,
277,277,,0.156122088432312
278,278,0.15500986576080322,
278,278,,0.15603511035442352
279,279,0.15490569174289703,
279,279,,0.15598253905773163
280,280,0.15482570230960846,
280,280,,0.15589219331741333
281,281,0.1547146588563919,
281,281,,0.15581148862838745
282,282,0.15460678935050964,
282,282,,0.15571929514408112
283,283,0.15449921786785126,
283,283,,0.1556275486946106
284,284,0.1543925255537033,
284,284,,0.1555294543504715
285,285,0.15428267419338226,
285,285,,0.1554582118988037
286,286,0.15415245294570923,
286,286,,0.15534552931785583
287,287,0.15404099225997925,
287,287,,0.15525472164154053
288,288,0.15391598641872406,
288,288,,0.15515242516994476
289,289,0.15380118787288666,
289,289,,0.155057892203331
290,290,0.1536763310432434,
290,290,,0.15494811534881592
291,291,0.15354931354522705,
291,291,,0.1548241227865219
292,292,0.15341679751873016,
292,292,,0.15471330285072327
293,293,0.15327788889408112,
293,293,,0.15459758043289185
294,294,0.1531391590833664,
294,294,,0.15445759892463684
295,295,0.1530045121908188,
295,295,,0.15437273681163788
296,296,0.1528511792421341,
296,296,,0.15423405170440674
297,297,0.1526966392993927,
297,297,,0.15412074327468872
298,298,0.15254682302474976,
298,298,,0.15398617088794708
299,299,0.15237925946712494,
299,299,,0.1538342982530594
300,300,0.15221521258354187,
300,300,,0.15369118750095367
301,301,0.1520477831363678,
301,301,,0.15356633067131042
302,302,0.15187135338783264,
302,302,,0.15342535078525543
303,303,0.1517106145620346,
303,303,,0.1532796323299408
304,304,0.15153536200523376,
304,304,,0.1531108021736145
305,305,0.1513470709323883,
305,305,,0.1529487818479538
306,306,0.15115614235401154,
306,306,,0.15277448296546936
307,307,0.15096475183963776,
307,307,,0.15261411666870117
308,308,0.15076813101768494,
308,308,,0.1524457335472107
309,309,0.15057797729969025,
309,309,,0.15227371454238892
310,310,0.15037178993225098,
310,310,,0.15210206806659698
311,311,0.15016961097717285,
311,311,,0.15192367136478424
312,312,0.14995937049388885,
312,312,,0.1517486721277237
313,313,0.14975376427173615,
313,313,,0.15154393017292023
314,314,0.14953811466693878,
314,314,,0.15136712789535522
315,315,0.1493292897939682,
315,315,,0.1511702537536621
316,316,0.149117574095726,
316,316,,0.1509711891412735
317,317,0.1489133983850479,
317,317,,0.15078771114349365
318,318,0.14869703352451324,
318,318,,0.15061575174331665
319,319,0.14848464727401733,
319,319,,0.1504184901714325
320,320,0.14827987551689148,
320,320,,0.15022221207618713
321,321,0.1480640470981598,
321,321,,0.15005053579807281
322,322,0.14786472916603088,
322,322,,0.1498636156320572
323,323,0.1476537436246872,
323,323,,0.1497114896774292
324,324,0.14743788540363312,
324,324,,0.1494998335838318
325,325,0.14723272621631622,
325,325,,0.14933611452579498
326,326,0.1470368653535843,
326,326,,0.14914092421531677
327,327,0.1468270868062973,
327,327,,0.1489400416612625
328,328,0.14659567177295685,
328,328,,0.1487836241722107
329,329,0.14638382196426392,
329,329,,0.148548886179924
330,330,0.14617277681827545,
330,330,,0.14839085936546326
331,331,0.14593985676765442,
331,331,,0.14818231761455536
332,332,0.1457373946905136,
332,332,,0.14796461164951324
333,333,0.14550532400608063,
333,333,,0.14772818982601166
334,334,0.1452883630990982,
334,334,,0.14755216240882874
335,335,0.14505305886268616,
335,335,,0.14735791087150574
336,336,0.14481738209724426,
336,336,,0.14714358747005463
337,337,0.14460252225399017,
337,337,,0.14693956077098846
338,338,0.1443590521812439,
338,338,,0.1467176079750061
339,339,0.14413364231586456,
339,339,,0.14645934104919434
340,340,0.14389599859714508,
340,340,,0.1462564766407013
341,341,0.14365185797214508,
341,341,,0.14604587852954865
342,342,0.1434064656496048,
342,342,,0.14579743146896362
343,343,0.1431514471769333,
343,343,,0.14558415114879608
344,344,0.14290623366832733,
344,344,,0.1453917771577835
345,345,0.14267337322235107,
345,345,,0.14513055980205536
346,346,0.1424199342727661,
346,346,,0.1448880434036255
347,347,0.14215083420276642,
347,347,,0.14469395577907562
348,348,0.1419062316417694,
348,348,,0.14447306096553802
349,349,0.14164574444293976,
349,349,,0.14425304532051086
350,350,0.14138224720954895,
350,350,,0.1440160870552063
351,351,0.14111977815628052,
351,351,,0.14377237856388092
352,352,0.14086103439331055,
352,352,,0.14352555572986603
353,353,0.14062662422657013,
353,353,,0.14330868422985077
354,354,0.14031729102134705,
354,354,,0.14311325550079346
355,355,0.14005433022975922,
355,355,,0.142889142036438
356,356,0.13976356387138367,
356,356,,0.14265646040439606
357,357,0.13950467109680176,
357,357,,0.14250992238521576
358,358,0.13924425840377808,
358,358,,0.1422550231218338
359,359,0.13895881175994873,
359,359,,0.14205697178840637
360,360,0.1386740654706955,
360,360,,0.14180129766464233
361,361,0.13839437067508698,
361,361,,0.141572967171669
362,362,0.13812993466854095,
362,362,,0.14138713479042053
363,363,0.1378462314605713,
363,363,,0.14114777743816376
364,364,0.13755154609680176,
364,364,,0.1409154087305069
365,365,0.13726754486560822,
365,365,,0.14066770672798157
366,366,0.13697773218154907,
366,366,,0.1404675990343094
367,367,0.13667818903923035,
367,367,,0.1402173787355423
368,368,0.136409193277359,
368,368,,0.1400008201599121
369,369,0.13610069453716278,
369,369,,0.13976897299289703
370,370,0.13578639924526215,
370,370,,0.1395232230424881
371,371,0.1354948729276657,
371,371,,0.13926678895950317
372,372,0.13516199588775635,
372,372,,0.13906070590019226
373,373,0.13483130931854248,
373,373,,0.13877557218074799
374,374,0.13451048731803894,
374,374,,0.13856986165046692
375,375,0.13420264422893524,
375,375,,0.1383068561553955
376,376,0.13384772837162018,
376,376,,0.13802997767925262
377,377,0.13349969685077667,
377,377,,0.13774442672729492
378,378,0.13316023349761963,
378,378,,0.13750775158405304
379,379,0.13277271389961243,
379,379,,0.13718558847904205
380,380,0.1324184387922287,
380,380,,0.13690702617168427
381,381,0.1320372223854065,
381,381,,0.13657638430595398
382,382,0.13165202736854553,
382,382,,0.13630864024162292
383,383,0.13125908374786377,
383,383,,0.13597343862056732
384,384,0.13082370162010193,
384,384,,0.1356704831123352
385,385,0.130407452583313,
385,385,,0.13536006212234497
386,386,0.13000285625457764,
386,386,,0.1349487006664276
387,387,0.1295764297246933,
387,387,,0.13462336361408234
388,388,0.12908750772476196,
388,388,,0.1342548429965973
389,389,0.12860415875911713,
389,389,,0.13388633728027344
390,390,0.1281442791223526,
390,390,,0.13349565863609314
391,391,0.12765999138355255,
391,391,,0.13306798040866852
392,392,0.12712311744689941,
392,392,,0.13264475762844086
393,393,0.1266266107559204,
393,393,,0.13227500021457672
394,394,0.12605826556682587,
394,394,,0.13176806271076202
395,395,0.12548880279064178,
395,395,,0.13134844601154327
396,396,0.12489880621433258,
396,396,,0.13087771832942963
397,397,0.12430458515882492,
397,397,,0.1302952766418457
398,398,0.12368540465831757,
398,398,,0.12981383502483368
399,399,0.12305931001901627,
399,399,,0.12926603853702545
400,400,0.12241867184638977,
400,400,,0.12864689528942108
401,401,0.12172482907772064,
401,401,,0.1280849426984787
402,402,0.12101460993289948,
402,402,,0.1275068074464798
403,403,0.12030395865440369,
403,403,,0.1268305778503418
404,404,0.11953624337911606,
404,404,,0.12621378898620605
405,405,0.11875113844871521,
405,405,,0.12548939883708954
406,406,0.11792261153459549,
406,406,,0.12485065311193466
407,407,0.11709403991699219,
407,407,,0.12411706894636154
408,408,0.11623580008745193,
408,408,,0.12332282960414886
409,409,0.11536609381437302,
409,409,,0.12251672148704529
410,410,0.11443530768156052,
410,410,,0.12163069099187851
411,411,0.11353935301303864,
411,411,,0.12093240022659302
412,412,0.11257968097925186,
412,412,,0.11980050802230835
413,413,0.11177221685647964,
413,413,,0.11928653717041016
414,414,0.11077099293470383,
414,414,,0.11800630390644073
415,415,0.10982620716094971,
415,415,,0.11735715717077255
416,416,0.10879456996917725,
416,416,,0.11633407324552536
417,417,0.10774592310190201,
417,417,,0.11488206684589386
418,418,0.10634641349315643,
418,418,,0.11409756541252136
419,419,0.10532444715499878,
419,419,,0.11310707032680511
420,420,0.10439815372228622,
420,420,,0.11186547577381134
421,421,0.1030549556016922,
421,421,,0.11062632501125336
422,422,0.10186608135700226,
422,422,,0.11034493148326874
423,423,0.1010616347193718,
423,423,,0.10810419917106628
424,424,0.09990362823009491,
424,424,,0.107919842004776
425,425,0.09867095202207565,
425,425,,0.10624304413795471
426,426,0.09733302146196365,
426,426,,0.10480693727731705
427,427,0.09667595475912094,
427,427,,0.10448286682367325
428,428,0.09535108506679535,
428,428,,0.10281894356012344
429,429,0.09410140663385391,
429,429,,0.10137943178415298
430,430,0.09326484054327011,
430,430,,0.10165130347013474
431,431,0.09260533004999161,
431,431,,0.0992254838347435
432,432,0.09089948982000351,
432,432,,0.09803735464811325
433,433,0.09009914100170135,
433,433,,0.09647959470748901
434,434,0.08867393434047699,
434,434,,0.09646520018577576
435,435,0.08809108287096024,
435,435,,0.09431348741054535
436,436,0.08664928376674652,
436,436,,0.09348958730697632
437,437,0.08556517213582993,
437,437,,0.09254536777734756
438,438,0.08474786579608917,
438,438,,0.09210419654846191
439,439,0.08397205919027328,
439,439,,0.09148099273443222
440,440,0.08304069936275482,
440,440,,0.0899895578622818
441,441,0.0821075364947319,
441,441,,0.089780293405056
442,442,0.08181074261665344,
442,442,,0.08746147900819778
443,443,0.07973898947238922,
443,443,,0.08802797645330429
444,444,0.08094476163387299,
444,444,,0.08571351319551468
445,445,0.07879175245761871,
445,445,,0.08426854759454727
446,446,0.07708839327096939,
446,446,,0.0848696231842041
447,447,0.07796528935432434,
447,447,,0.0829760730266571
448,448,0.07583153992891312,
448,448,,0.08139573037624359
449,449,0.07456479221582413,
449,449,,0.08173298835754395
450,450,0.07450080662965775,
450,450,,0.07951879501342773
451,451,0.07235976308584213,
451,451,,0.07939072698354721
452,452,0.07260319590568542,
452,452,,0.07921811938285828
453,453,0.07251152396202087,
453,453,,0.07708434015512466
454,454,0.07084322720766068,
454,454,,0.07763443142175674
455,455,0.0709940642118454,
455,455,,0.07744509726762772
456,456,0.06938748061656952,
456,456,,0.07586043328046799
457,457,0.06810283660888672,
457,457,,0.07538023591041565
458,458,0.06767939776182175,
458,458,,0.07457858324050903
459,459,0.06703122705221176,
459,459,,0.07333298027515411
460,460,0.06649942696094513,
460,460,,0.07459618151187897
461,461,0.0680222362279892,
461,461,,0.07227322459220886
462,462,0.06619033962488174,
462,462,,0.07124368846416473
463,463,0.06527863442897797,
463,463,,0.07036338001489639
464,464,0.06386195123195648,
464,464,,0.06974011659622192
465,465,0.06334103643894196,
465,465,,0.06911597400903702
466,466,0.06256961077451706,
466,466,,0.06877713650465012
467,467,0.061026718467473984,
467,467,,0.06820053607225418
468,468,0.0608677975833416,
468,468,,0.06848391145467758
469,469,0.06054108217358589,
469,469,,0.06748473644256592
470,470,0.05967258661985397,
470,470,,0.06588102877140045
471,471,0.05852419137954712,
471,471,,0.06489694863557816
472,472,0.05737971141934395,
472,472,,0.06363922357559204
473,473,0.056981511414051056,
473,473,,0.06282846629619598
474,474,0.0566401369869709,
474,474,,0.06180121749639511
475,475,0.0554802343249321,
475,475,,0.06164323911070824
476,476,0.05526154115796089,
476,476,,0.06138377636671066
477,477,0.05492248758673668,
477,477,,0.06062139570713043
478,478,0.05389338359236717,
478,478,,0.05967055633664131
479,479,0.05302255600690842,
479,479,,0.05959198623895645
480,480,0.052268337458372116,
480,480,,0.059173062443733215
481,481,0.0516057014465332,
481,481,,0.058698609471321106
482,482,0.05111922696232796,
482,482,,0.0581781230866909
483,483,0.05070774629712105,
483,483,,0.05759359523653984
484,484,0.05011273920536041,
484,484,,0.061660267412662506
485,485,0.055303871631622314,
485,485,,0.06391986459493637
486,486,0.05838216096162796,
486,486,,0.0595591701567173
487,487,0.053983718156814575,
487,487,,0.05733690410852432
488,488,0.05051250010728836,
488,488,,0.06049066409468651
489,489,0.05283821001648903,
489,489,,0.05996255576610565
490,490,0.052173711359500885,
490,490,,0.058033086359500885
491,491,0.04912285879254341,
491,491,,0.0574444904923439
492,492,0.04897155240178108,
492,492,,0.05792044475674629
493,493,0.04990449175238609,
493,493,,0.057692013680934906
494,494,0.04946229234337807,
494,494,,0.05549009144306183
495,495,0.04707229509949684,
495,495,,0.053410619497299194
496,496,0.04565656930208206,
496,496,,0.0531633086502552
497,497,0.04608931019902229,
497,497,,0.05236055701971054
498,498,0.04637701436877251,
498,498,,0.051439069211483
499,499,0.045250631868839264,
