epoch,train_loss,val_loss
0,0.6661708950996399,7.5988450050354
1,7.623809814453125,0.6437177658081055
2,0.6363319754600525,0.8106285333633423
3,0.7947229146957397,0.9346162676811218
4,0.9244529008865356,0.750308632850647
5,0.7494676113128662,0.5802294611930847
6,0.588750958442688,0.581644594669342
7,0.6021994948387146,0.38111576437950134
8,0.3938560485839844,0.33924081921577454
9,0.3378589153289795,0.26820534467697144
10,0.2668550908565521,0.25375688076019287
11,0.25599732995033264,0.26677268743515015
12,0.27084314823150635,0.27545756101608276
13,0.27986371517181396,0.27466097474098206
14,0.2787753641605377,0.2690020799636841
15,0.27262550592422485,0.265159010887146
16,0.2682734727859497,0.2630103826522827
17,0.2655658721923828,0.2615683674812317
18,0.2636958062648773,0.2603931725025177
19,0.26232028007507324,0.259208619594574
20,0.26116418838500977,0.257909893989563
21,0.26002347469329834,0.2562565207481384
22,0.2586717903614044,0.25459355115890503
23,0.2573640048503876,0.2531193792819977
24,0.25620728731155396,0.2515560984611511
25,0.25476905703544617,0.249773308634758
26,0.2528343200683594,0.2483319789171219
27,0.2510451674461365,0.2469465285539627
28,0.24936531484127045,0.2445370852947235
29,0.2470342218875885,0.24210578203201294
30,0.24467293918132782,0.23979918658733368
31,0.24208520352840424,0.23849676549434662
32,0.24025598168373108,0.23690560460090637
33,0.23952944576740265,0.23500578105449677
34,0.23683832585811615,0.2362896054983139
35,0.2374214082956314,0.2349722683429718
36,0.2379656732082367,0.2318381816148758
37,0.2340356707572937,0.23625853657722473
38,0.23696814477443695,0.23081354796886444
39,0.23338979482650757,0.23100398480892181
40,0.23375250399112701,0.23130382597446442
41,0.2322409301996231,0.23100979626178741
42,0.2318672388792038,0.22875680029392242
43,0.23115161061286926,0.2281140834093094
44,0.2306733876466751,0.22809328138828278
45,0.22955934703350067,0.22826166450977325
46,0.2294979691505432,0.226287841796875
47,0.22838973999023438,0.22631333768367767
48,0.22887718677520752,0.22552721202373505
49,0.22764447331428528,0.22649721801280975
50,0.22813354432582855,0.22533656656742096
51,0.22716739773750305,0.22492820024490356
52,0.22720807790756226,0.22452686727046967
53,0.22683937847614288,0.22448156774044037
54,0.22642624378204346,0.22481802105903625
55,0.22655051946640015,0.22403478622436523
56,0.225941464304924,0.22393713891506195
57,0.22607307136058807,0.22338567674160004
58,0.22548635303974152,0.22356684505939484
59,0.22546203434467316,0.22330044209957123
60,0.22514133155345917,0.22297130525112152
61,0.2249622642993927,0.22260518372058868
62,0.22461457550525665,0.22462521493434906
63,0.2262437492609024,0.22527766227722168
64,0.22773343324661255,0.2233160436153412
65,0.2251034826040268,0.22512203454971313
66,0.22619296610355377,0.2229117453098297
67,0.2248300313949585,0.22217853367328644
68,0.2250601351261139,0.22244754433631897
69,0.22463038563728333,0.22318974137306213
70,0.22405320405960083,0.22383853793144226
71,0.22466255724430084,0.2211223989725113
72,0.22321252524852753,0.22151093184947968
73,0.22434739768505096,0.2208988070487976
74,0.22292901575565338,0.22261971235275269
75,0.2235497683286667,0.2219839096069336
76,0.22301004827022552,0.2207144796848297
77,0.22270849347114563,0.22033260762691498
78,0.22278693318367004,0.2202894240617752
79,0.22215361893177032,0.22105520963668823
80,0.22237494587898254,0.21991385519504547
81,0.22159914672374725,0.2198294848203659
82,0.2218916118144989,0.21934615075588226
83,0.22102686762809753,0.21965856850147247
84,0.22117377817630768,0.2181631326675415
85,0.22036375105381012,0.21776294708251953
86,0.22024650871753693,0.21794533729553223
87,0.21955470740795135,0.21740783751010895
88,0.21899421513080597,0.21612496674060822
89,0.21910491585731506,0.21759183704853058
90,0.21888110041618347,0.21498817205429077
91,0.21801458299160004,0.21612009406089783
92,0.21745872497558594,0.21387477219104767
93,0.21663065254688263,0.21526092290878296
94,0.21668915450572968,0.21560056507587433
95,0.21936890482902527,0.23711898922920227
96,0.23636062443256378,0.2162681221961975
97,0.2194148749113083,0.22076064348220825
98,0.22498926520347595,0.21899718046188354
99,0.22058632969856262,0.22257547080516815
100,0.22364002466201782,0.21340176463127136
101,0.21575649082660675,0.2192084938287735
102,0.22280240058898926,0.21333380043506622
103,0.21552179753780365,0.21886010468006134
