epoch,train_loss,val_loss
0,0.4407898485660553,0.31949999928474426
1,0.3281539976596832,0.3266547918319702
2,0.336375892162323,0.2639000117778778
3,0.26950323581695557,0.259136825799942
4,0.2617539167404175,0.2735191285610199
5,0.27508920431137085,0.27704402804374695
6,0.2781289517879486,0.2626732885837555
7,0.2639448046684265,0.24488890171051025
8,0.2474978119134903,0.2405608892440796
9,0.24497991800308228,0.24498963356018066
10,0.25029513239860535,0.24410174787044525
11,0.24953916668891907,0.2354668527841568
12,0.2410246580839157,0.2309490144252777
13,0.23408526182174683,0.23377202451229095
14,0.23579494655132294,0.23455598950386047
15,0.2360566109418869,0.2303265631198883
16,0.23347434401512146,0.23876117169857025
17,0.23994864523410797,0.24260224401950836
18,0.24943655729293823,0.22661744058132172
19,0.23106947541236877,0.24065250158309937
20,0.24207192659378052,0.22718270123004913
21,0.22980591654777527,0.22985020279884338
22,0.23412145674228668,0.23129315674304962
23,0.23503650724887848,0.2278335988521576
24,0.22969265282154083,0.2324734926223755
25,0.23324938118457794,0.22928130626678467
26,0.23111000657081604,0.2251722365617752
27,0.22902174293994904,0.22725358605384827
28,0.2321796864271164,0.22631309926509857
29,0.23065312206745148,0.2257784605026245
30,0.22857049107551575,0.22842276096343994
31,0.23007845878601074,0.2271135449409485
32,0.22891250252723694,0.22527578473091125
33,0.22800752520561218,0.22600044310092926
34,0.22935745120048523,0.2250698357820511
35,0.2281387448310852,0.2247888296842575
36,0.2270144820213318,0.22643634676933289
37,0.22825033962726593,0.22488518059253693
38,0.22729972004890442,0.22362667322158813
39,0.2270466685295105,0.22408078610897064
40,0.22779755294322968,0.22363419830799103
41,0.22655744850635529,0.22501979768276215
42,0.2268306016921997,0.225694477558136
43,0.22714830935001373,0.22428150475025177
44,0.22632567584514618,0.2239428609609604
45,0.22671911120414734,0.2235134392976761
46,0.2263859063386917,0.22359849512577057
47,0.22599926590919495,0.2243221551179886
48,0.2263685166835785,0.22369369864463806
49,0.22594238817691803,0.22324223816394806
50,0.22592505812644958,0.2232394814491272
51,0.225967139005661,0.22340825200080872
52,0.22565500438213348,0.22415447235107422
53,0.22590120136737823,0.22383727133274078
54,0.22564128041267395,0.2233806699514389
55,0.22560906410217285,0.22315138578414917
56,0.2256108820438385,0.22310900688171387
57,0.22538349032402039,0.22348882257938385
58,0.22551220655441284,0.22316017746925354
59,0.22524695098400116,0.22327421605587006
60,0.22549937665462494,0.2232845276594162
61,0.22517456114292145,0.22355329990386963
62,0.2253311425447464,0.2230071872472763
63,0.2250993698835373,0.22294104099273682
64,0.22522810101509094,0.22310413420200348
65,0.22502948343753815,0.22351489961147308
66,0.2251318246126175,0.2231421321630478
67,0.22497068345546722,0.2229108363389969
68,0.22504377365112305,0.2229343205690384
69,0.2249164879322052,0.2232547402381897
70,0.22496531903743744,0.22305594384670258
71,0.22486957907676697,0.2228466123342514
72,0.22489969432353973,0.22289708256721497
73,0.22480806708335876,0.22318114340305328
74,0.22483135759830475,0.22298432886600494
75,0.2247391641139984,0.22283130884170532
76,0.2247815877199173,0.22298088669776917
77,0.22468958795070648,0.22299112379550934
78,0.22467900812625885,0.22271323204040527
79,0.22467674314975739,0.2228797972202301
80,0.2245815396308899,0.2229306697845459
81,0.22455577552318573,0.2226739078760147
